Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Nom communes équipées
47006;Les Planètes;OUI;16;4;12;11;1;OUI;OUI;2023-11-05T20:36:52+01:00;Maisons-Alfort
14139;Pierre Larousse - Raymond Losserand;OUI;30;29;1;0;1;OUI;OUI;2023-11-05T20:04:13+01:00;Paris
18029;Emile Blemont - Poteau;OUI;39;30;8;2;6;OUI;OUI;2023-11-05T20:34:36+01:00;Paris
13102;Pitié-Salpêtrière;OUI;51;24;27;18;9;OUI;OUI;2023-11-05T20:43:51+01:00;Paris
16021;François Ponsard - La Muette;OUI;23;20;3;2;1;OUI;OUI;2023-11-05T20:34:08+01:00;Paris
10015;Lucien Sampaix - Récollets;OUI;46;36;6;1;5;OUI;OUI;2023-11-05T20:38:41+01:00;Paris
20023;Pelleport - Belgrand;OUI;15;11;3;0;3;OUI;OUI;2023-11-05T20:43:30+01:00;Paris
23011;Bineau - Louise Michel;OUI;0;0;0;0;0;NON;NON;2023-07-06T05:40:13+02:00;Levallois-Perret
6030;Assas - Vaugirard;OUI;35;32;2;1;1;OUI;OUI;2023-11-05T20:43:42+01:00;Paris
19037;Belleville - Porte des Lilas;OUI;32;8;23;7;16;OUI;OUI;2023-11-05T20:43:41+01:00;Paris
15035;Place Etienne Pernet;OUI;43;18;25;23;2;OUI;OUI;2023-11-05T20:35:27+01:00;Paris
20109;Haxo - Surmelin;OUI;21;19;1;0;1;OUI;OUI;2023-11-05T20:36:12+01:00;Paris
31703;Sadi Carnot - François Mitterrand;OUI;27;24;3;0;3;OUI;OUI;2023-11-05T20:34:43+01:00;Bagnolet
6107;Place Alphonse Deville;OUI;23;16;5;4;1;OUI;OUI;2023-11-05T20:43:16+01:00;Paris
21014;Hameau Fleuri - Marché;OUI;22;2;19;15;4;OUI;OUI;2023-11-05T20:42:05+01:00;Boulogne-Billancourt
6103;Mézières - Rennes;OUI;55;50;5;4;1;OUI;OUI;2023-11-05T20:36:23+01:00;Paris
11006;Ledru-Rollin - Place du Père Chaillet;OUI;37;0;34;26;8;OUI;OUI;2023-11-05T20:43:53+01:00;Paris
19109;Tanger - Place du Maroc;OUI;19;12;5;3;2;OUI;OUI;2023-11-05T20:38:15+01:00;Paris
15070;Balard - Montagne de la Fage;OUI;36;10;25;22;3;OUI;OUI;2023-11-05T20:43:54+01:00;Paris
31019;Vincennes - Douy-Delcupe;OUI;38;31;7;3;4;OUI;OUI;2023-11-05T20:39:58+01:00;Montreuil
1120;Lavandieres Sainte Opportune - Rivoli;OUI;27;1;25;25;0;OUI;OUI;2023-11-05T20:43:45+01:00;Paris
32014;Place du Cornillon - Stade de France;OUI;34;17;14;10;4;OUI;OUI;2023-11-05T20:40:46+01:00;Saint-Denis
11043;Place Pasdeloup;OUI;21;2;18;10;8;OUI;OUI;2023-11-05T20:43:24+01:00;Paris
18032;Porte de Clignancourt.;OUI;56;48;7;0;7;OUI;OUI;2023-11-05T20:39:45+01:00;Paris
9026;Jean-Baptiste Pigalle - La Bruyere;OUI;17;9;8;1;7;OUI;OUI;2023-11-05T20:43:23+01:00;Paris
17124;Porte de Saint-Ouen - Henri Huchard;OUI;26;17;3;2;1;OUI;OUI;2023-11-05T20:36:56+01:00;Paris
21001;Transvaal - Charles de Gaulle;OUI;27;10;17;16;1;OUI;OUI;2023-11-05T20:43:10+01:00;Boulogne-Billancourt
10165;Gare de l'Est - Place du 11 Novembre 1918;OUI;40;39;1;0;1;OUI;OUI;2023-11-05T20:41:31+01:00;Paris
11010;Boulets - Faubourg Saint-Antoine;OUI;43;30;11;7;4;OUI;OUI;2023-11-05T20:39:18+01:00;Paris
31016;Lucie Aubrac - Franklin;OUI;36;25;10;5;5;OUI;OUI;2023-11-05T20:41:12+01:00;Montreuil
16122;Route de la Muette - Porte de Neuilly;OUI;50;39;9;7;2;OUI;OUI;2023-11-05T20:37:43+01:00;Paris
22101;Gare Routière de Saint Cloud;OUI;31;12;19;15;4;OUI;OUI;2023-11-05T20:43:33+01:00;Saint-Cloud
15002;Maine - Antoine Bourdelle;OUI;17;14;3;1;2;OUI;OUI;2023-11-05T20:40:24+01:00;Paris
13016;Primo Levi - Frigos;OUI;34;5;28;25;3;OUI;OUI;2023-11-05T20:42:53+01:00;Paris
16043;Place de Passy;OUI;15;14;1;0;1;OUI;OUI;2023-11-05T20:36:22+01:00;Paris
13043;Dunois - Clisson;OUI;51;39;11;6;5;OUI;OUI;2023-11-05T20:39:17+01:00;Paris
16027;Mozart - Jasmin;OUI;62;53;4;3;1;OUI;OUI;2023-11-05T20:40:56+01:00;Paris
8051;Batignolles - Rome;OUI;15;12;0;0;0;OUI;OUI;2023-11-05T20:35:33+01:00;Paris
1117;Pont Neuf - Rivoli;OUI;27;13;12;5;7;OUI;OUI;2023-11-05T20:43:45+01:00;Paris
44102;Verdun - Adrien Damalix;OUI;26;10;12;3;9;OUI;OUI;2023-11-05T20:43:00+01:00;Saint-Maurice
18017;Caulaincourt - Place Constantin Pecqueur;OUI;44;31;12;2;10;OUI;OUI;2023-11-05T20:40:52+01:00;Paris
9115;Milton - Manuel;OUI;22;19;3;1;2;OUI;OUI;2023-11-05T20:43:02+01:00;Paris
12107;Diderot - Pierre Bourdan;OUI;21;19;2;1;1;OUI;OUI;2023-11-05T20:43:00+01:00;Paris
19039;Edouard Pailleron - Simon Bolivar;OUI;24;20;4;0;4;OUI;OUI;2023-11-05T20:38:45+01:00;Paris
32004;Wilson - Landy;OUI;40;24;16;6;10;OUI;OUI;2023-11-05T20:38:44+01:00;Saint-Denis
16032;Eglise d'Auteuil;OUI;21;8;10;6;4;OUI;OUI;2023-11-05T20:43:35+01:00;Paris
18008;Square Léon;OUI;33;30;3;0;3;OUI;OUI;2023-11-05T20:41:47+01:00;Paris
20027;Porte de Ménilmontant;OUI;15;14;1;0;1;OUI;OUI;2023-11-05T20:39:25+01:00;Paris
42703;Fontainebleau - Edmond Michelet;OUI;45;40;5;4;1;OUI;OUI;2023-11-05T20:41:46+01:00;Le Kremlin-Bicêtre
9023;Laffitte - Italiens;OUI;33;32;1;1;0;OUI;OUI;2023-11-05T20:42:00+01:00;Paris
14030;Pernety - Raymond Losserand;OUI;32;25;7;3;4;OUI;OUI;2023-11-05T20:40:14+01:00;Paris
17047;Courcelles - Pierre Demours;OUI;26;23;3;2;1;OUI;OUI;2023-11-05T20:41:11+01:00;Paris
22102;Mont Valérien - Michel Salles;OUI;24;19;3;2;1;OUI;OUI;2023-11-05T20:40:56+01:00;Saint-Cloud
6016;Danton - Serpente;OUI;22;1;16;13;3;OUI;OUI;2023-11-05T20:43:09+01:00;Paris
4110;Neuve Saint-Pierre - Beautreillis;OUI;20;0;19;16;3;OUI;OUI;2023-11-05T20:38:43+01:00;Paris
41204;République - Danton;OUI;20;14;6;1;5;OUI;OUI;2023-11-05T20:41:47+01:00;Fontenay-sous-Bois
19041;Belleville - Pyrénées;OUI;42;34;7;1;6;OUI;OUI;2023-11-05T20:42:30+01:00;Paris
17121;Square des Epinettes;OUI;20;18;2;1;1;OUI;OUI;2023-11-05T20:40:23+01:00;Paris
23903;Stade Gaston Bouillant;OUI;30;19;11;7;4;NON;NON;2023-11-05T20:34:05+01:00;Villeneuve-la-Garenne
10020;Chabrol - d'Hauteville;OUI;11;5;4;2;2;OUI;OUI;2023-11-05T20:40:12+01:00;Paris
10036;Aqueduc - Villette;OUI;28;13;11;7;4;OUI;OUI;2023-11-05T20:39:20+01:00;Paris
18113;Lepic - Armée d'Orient;OUI;24;15;9;1;8;OUI;OUI;2023-11-05T20:38:31+01:00;Paris
13103;Hôpital Pitié Salpêtrière;OUI;50;42;7;2;5;OUI;OUI;2023-11-05T20:42:48+01:00;Paris
19009;Cité des Sciences et de l'Industrie;OUI;30;24;5;2;3;OUI;OUI;2023-11-05T20:43:11+01:00;Paris
7008;Villersexel - Saint-Germain;OUI;16;10;6;4;2;OUI;OUI;2023-11-05T20:37:43+01:00;Paris
18109;Pajol - Riquet;OUI;47;27;18;12;6;OUI;OUI;2023-11-05T20:40:58+01:00;Paris
12161;Diderot - Reuilly;OUI;44;15;28;18;10;OUI;OUI;2023-11-05T20:43:25+01:00;Paris
19038;Lassus - Delouvain;OUI;20;17;3;0;3;OUI;OUI;2023-11-05T20:35:59+01:00;Paris
21114;Gustave Eiffel - Parc des Impressionnistes;OUI;30;15;14;9;5;OUI;OUI;2023-11-05T20:39:32+01:00;Clichy
21703;Square du Carrefour de l'Insurrection;OUI;23;18;5;2;3;OUI;OUI;2023-11-05T20:38:47+01:00;Vanves
17201;Porte Maillot - Perreire;NON;0;0;0;0;0;NON;NON;2023-09-11T16:39:27+02:00;Paris
35017;Toffier Decaux - Cartier Bresson;OUI;18;17;1;0;1;OUI;OUI;2023-11-05T20:36:40+01:00;Pantin
7013;Duroc - Place de Breteuil;OUI;42;14;27;21;6;OUI;OUI;2023-11-05T20:42:35+01:00;Paris
20118;Orteaux - Mouraud;OUI;24;21;3;0;3;OUI;OUI;2023-11-05T20:41:51+01:00;Paris
21311;Parvis Corentin Celton;OUI;55;1;52;49;3;OUI;OUI;2023-11-05T20:43:56+01:00;Issy-les-Moulineaux
9031;Provence - Chaussée d'Antin;OUI;25;21;4;3;1;OUI;OUI;2023-11-05T20:38:55+01:00;Paris
7016;Surcouf - Université;OUI;58;31;25;23;2;OUI;OUI;2023-11-05T20:43:03+01:00;Paris
9117;Bellefond - Maubeuge;OUI;31;27;4;3;1;OUI;OUI;2023-11-05T20:31:28+01:00;Paris
18138;Ney - Charles Hermite;OUI;20;8;11;8;3;OUI;OUI;2023-11-05T20:37:39+01:00;Paris
18049;Porte d'Aubervilliers;OUI;55;33;19;14;5;OUI;OUI;2023-11-05T20:43:01+01:00;Paris
8056;Beaujon - Wagram;OUI;29;26;3;1;2;OUI;OUI;2023-11-05T20:37:28+01:00;Paris
11041;Square Saint-Ambroise;OUI;43;4;37;28;9;OUI;OUI;2023-11-05T20:41:33+01:00;Paris
4013;Vieille du Temple - Francs Bourgeois;OUI;29;20;8;4;4;OUI;OUI;2023-11-05T20:36:44+01:00;Paris
35003;Gabrielle Josserand - Edouard Vaillant;OUI;25;9;16;7;9;OUI;OUI;2023-11-05T20:43:29+01:00;Pantin
14006;Saint-Jacques - Tombe Issoire;OUI;23;19;3;0;3;OUI;OUI;2023-11-05T20:40:46+01:00;Paris
15031;Théâtre - Lourmel;OUI;53;20;33;30;3;OUI;OUI;2023-11-05T20:42:38+01:00;Paris
45001;Hôtel de Ville de Champigny sur Marne;OUI;21;0;21;18;3;OUI;OUI;2023-11-05T20:39:54+01:00;Champigny-sur-Marne
35014;Charles de Gaulle - Jean Lolive;OUI;26;17;9;4;5;OUI;OUI;2023-11-05T20:42:30+01:00;Pantin
31023;Place François Mitterand;OUI;34;25;8;0;8;OUI;OUI;2023-11-05T20:37:18+01:00;Montreuil
47005;Ecole Vétérinaire;OUI;36;7;29;26;3;OUI;OUI;2023-11-05T20:43:34+01:00;Maisons-Alfort
13041;Porte d'Ivry;OUI;50;41;9;4;5;OUI;OUI;2023-11-05T20:42:45+01:00;Paris
19127;Aubervilliers - Curial;OUI;23;17;6;4;2;OUI;OUI;2023-11-05T20:42:01+01:00;Paris
18042;Place Pigalle;OUI;21;5;15;2;13;OUI;OUI;2023-11-05T20:41:31+01:00;Paris
16015;Bassano -  Iéna;OUI;15;11;4;2;2;OUI;OUI;2023-11-05T20:41:59+01:00;Paris
20019;Place du Maquis du Vercors;OUI;31;14;15;5;10;OUI;OUI;2023-11-05T20:34:04+01:00;Paris
14112;Méchain - Faubourg Saint-Jacques;OUI;16;14;2;1;1;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
17116;Reims - Porte d'Asnières;OUI;26;16;10;8;2;OUI;OUI;2023-11-05T20:41:40+01:00;Paris
47004;Stade Auguste Delaune;OUI;21;6;14;10;4;OUI;OUI;2023-11-05T20:40:54+01:00;Maisons-Alfort
18001;Damrémont - Caulaincourt;OUI;18;14;4;2;2;OUI;OUI;2023-11-05T20:42:58+01:00;Paris
18033;Belliard - Damrémont;OUI;34;24;7;1;6;OUI;OUI;2023-11-05T20:40:14+01:00;Paris
18019;Square Raymond Souplex;OUI;52;43;8;2;6;OUI;OUI;2023-11-05T20:41:04+01:00;Paris
21310;Kléber - Gouverneur Général Eboué;OUI;24;3;20;18;2;OUI;OUI;2023-11-05T20:43:18+01:00;Issy-les-Moulineaux
11003;Keller - La Roquette;OUI;34;10;24;22;2;OUI;OUI;2023-11-05T20:43:56+01:00;Paris
23007;Président Wilson - Jean Jaures;OUI;27;4;23;11;12;OUI;OUI;2023-11-05T20:41:07+01:00;Levallois-Perret
11034;Parmentier - Fontaine au Roi;OUI;48;23;24;11;13;OUI;OUI;2023-11-05T20:42:38+01:00;Paris
20016;Pyrénées - Maraîchers;OUI;19;18;1;0;1;OUI;OUI;2023-11-05T20:41:39+01:00;Paris
1016;Thérèse - Opéra;OUI;25;5;20;19;1;OUI;OUI;2023-11-05T20:43:10+01:00;Paris
32015;Gare RER de Saint-Denis;OUI;40;19;19;9;10;OUI;OUI;2023-11-05T20:41:30+01:00;Saint-Denis
9012;Rougemont - Poissonnière;OUI;30;25;5;3;2;OUI;OUI;2023-11-05T20:41:58+01:00;Paris
10010;Place Jacques Bonsergent;OUI;33;19;8;6;2;OUI;OUI;2023-11-05T20:39:25+01:00;Paris
13113;Vistule - Choisy;OUI;33;24;8;5;3;OUI;OUI;2023-11-05T20:43:10+01:00;Paris
5121;Square René Viviani - Montebello;OUI;34;12;20;19;1;OUI;OUI;2023-11-05T20:43:31+01:00;Paris
13114;Nationale - Marcel Duchamp;OUI;23;19;4;2;2;OUI;OUI;2023-11-05T20:34:11+01:00;Paris
20116;Haies - Réunion;OUI;22;19;3;2;1;OUI;OUI;2023-11-05T20:43:31+01:00;Paris
15061;Square Desnouettes;OUI;22;12;10;9;1;OUI;OUI;2023-11-05T20:35:54+01:00;Paris
16029;Maison de Radio - France;OUI;47;6;40;37;3;OUI;OUI;2023-11-05T20:43:37+01:00;Paris
11019;Charonne - Philippe-Auguste;OUI;32;24;6;5;1;OUI;OUI;2023-11-05T20:42:34+01:00;Paris
8019;Naples - Rome;OUI;26;18;7;3;4;OUI;OUI;2023-11-05T20:41:23+01:00;Paris
23008;Hôtel de Ville de Levallois Perret;OUI;26;11;15;8;7;OUI;OUI;2023-11-05T20:38:24+01:00;Levallois-Perret
9017;Lallier - Trudaine;OUI;29;16;10;2;8;OUI;OUI;2023-11-05T20:43:31+01:00;Paris
7026;Place de Finlande;OUI;25;13;12;10;2;OUI;OUI;2023-11-05T20:42:49+01:00;Paris
8001;Petit Palais;NON;46;46;0;0;0;NON;NON;2023-11-05T20:37:09+01:00;Paris
21108;Mairie de Clichy;OUI;51;34;17;12;5;OUI;OUI;2023-11-05T20:43:25+01:00;Clichy
16112;Chernoviz - Raynouard;OUI;37;30;6;4;2;OUI;OUI;2023-11-05T20:40:05+01:00;Paris
6014;Pont de Lodi - Dauphine;OUI;23;4;18;17;1;OUI;OUI;2023-11-05T20:43:54+01:00;Paris
20201;Eugène Reisz - Davout;OUI;20;16;2;0;2;OUI;OUI;2023-11-05T20:34:50+01:00;Paris
14116;Romain Rolland;OUI;25;21;3;1;2;OUI;OUI;2023-11-05T20:43:21+01:00;Montrouge
13046;Eugène Oudiné - Dessous Des Berges;OUI;44;34;8;6;2;OUI;OUI;2023-11-05T20:43:12+01:00;Paris
47002;Les Juilliottes;OUI;21;5;13;12;1;OUI;OUI;2023-11-05T20:39:44+01:00;Maisons-Alfort
12004;Traversière - Ledru-Rollin;OUI;34;4;26;24;2;OUI;OUI;2023-11-05T20:43:37+01:00;Paris
33005;République - Henri Barbusse;OUI;32;20;12;4;8;OUI;OUI;2023-11-05T20:42:04+01:00;Aubervilliers
15003;Gare Montparnasse - Vaugirard;OUI;66;63;3;0;3;OUI;OUI;2023-11-05T20:34:05+01:00;Paris
1022;Danielle Casanova - Place Vendôme;OUI;37;32;5;1;4;OUI;OUI;2023-11-05T20:39:43+01:00;Paris
6032;Sabot - Rennes;OUI;26;15;10;9;1;OUI;OUI;2023-11-05T20:41:58+01:00;Paris
13019;Fernand Braudel - Vincent Auriol;OUI;36;28;7;6;1;OUI;OUI;2023-11-05T20:43:08+01:00;Paris
17022;Pereire - Place de Wagram;OUI;46;33;12;7;5;OUI;OUI;2023-11-05T20:42:54+01:00;Paris
14007;Ferrus - Saint-Jacques;OUI;34;24;10;9;1;OUI;OUI;2023-11-05T20:40:56+01:00;Paris
7020;Champ de Mars - Cler;OUI;41;25;13;10;3;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
10164;Claude Vellefaux - Sambre et Meuse;OUI;34;30;4;2;2;OUI;OUI;2023-11-05T20:39:21+01:00;Paris
23304;Mairie de Sceaux;OUI;33;31;2;0;2;OUI;OUI;2023-11-05T20:42:31+01:00;Sceaux
11107;Faidherbe - Dahomey;OUI;44;29;15;12;3;OUI;OUI;2023-11-05T20:42:51+01:00;Paris
6017;Sénat - Condé;OUI;33;17;14;10;4;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
16041;Versailles - Claude Terrasse;OUI;46;8;38;35;3;OUI;OUI;2023-11-05T20:37:27+01:00;Paris
10114;Granges aux Belles - Hôpital Saint-Louis;OUI;60;51;9;6;3;OUI;OUI;2023-11-05T20:38:15+01:00;Paris
3101;Porte Saint-Martin;OUI;34;25;7;5;2;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
13122;Parc de Choisy;OUI;0;0;0;0;0;NON;NON;2023-07-06T13:31:12+02:00;Paris
21952;Place Tony de Graaff;OUI;42;9;29;26;3;OUI;OUI;2023-11-05T20:43:19+01:00;Meudon
15107;Palais des Sports;OUI;22;6;16;16;0;OUI;OUI;2023-11-05T20:42:53+01:00;Paris
12154;Square Georges Melies;OUI;40;28;12;11;1;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
20137;Borrégo - Gambetta;OUI;25;22;3;0;3;OUI;OUI;2023-11-05T20:40:08+01:00;Paris
9015;Lamartine - Faubourg Montmartre;OUI;32;25;5;3;2;OUI;OUI;2023-11-05T20:43:47+01:00;Paris
23403;Chateau;OUI;22;8;11;6;5;OUI;OUI;2023-11-05T20:42:22+01:00;Bourg-la-Reine
22017;Charles de Gaulle - Louis Philippe;OUI;28;21;7;3;4;OUI;OUI;2023-11-05T20:43:47+01:00;Neuilly-sur-Seine
31704;Jeanne Hornet - Girardot;OUI;29;23;4;0;4;OUI;OUI;2023-11-05T20:42:17+01:00;Bagnolet
19030;Melun - Jean Jaurès;OUI;28;17;11;8;3;OUI;OUI;2023-11-05T20:43:34+01:00;Paris
19023;Manin - Simon Bolivar;OUI;26;20;2;1;1;OUI;OUI;2023-11-05T20:43:55+01:00;Paris
13022;Butte aux Cailles - Esperance;OUI;36;25;5;1;4;OUI;OUI;2023-11-05T20:42:33+01:00;Paris
32603;Calmette;OUI;32;29;1;0;1;OUI;OUI;2023-11-05T20:36:34+01:00;Les Lilas
20045;Louis Ganne - Davout;OUI;30;13;15;2;13;OUI;OUI;2023-11-05T20:39:32+01:00;Paris
2013;Favart - Italiens;OUI;17;12;3;2;1;OUI;OUI;2023-11-05T20:34:16+01:00;Paris
11110;Roquette - Folie Regnault;OUI;52;44;5;2;3;OUI;OUI;2023-11-05T20:39:58+01:00;Paris
12041;Bois de Vincennes.;OUI;60;51;9;8;1;OUI;OUI;2023-11-05T20:42:25+01:00;Saint-Mandé
5028;Censier - Jardin des Plantes;OUI;28;15;12;8;4;OUI;OUI;2023-11-05T20:43:34+01:00;Paris
15059;Parc André Citroën;OUI;65;38;27;26;1;OUI;OUI;2023-11-05T20:43:46+01:00;Paris
14127;Odessa - Départ;OUI;39;35;2;0;2;OUI;OUI;2023-11-05T20:35:20+01:00;Paris
8038;François 1er - Montaigne;OUI;29;24;5;5;0;OUI;OUI;2023-11-05T20:33:01+01:00;Paris
12033;François Truffaut - Saint Emilion;OUI;66;31;35;33;2;OUI;OUI;2023-11-05T20:42:52+01:00;Paris
4011;Hôtel de Ville - Pont-Marie;OUI;36;10;26;25;1;OUI;OUI;2023-11-05T20:40:44+01:00;Paris
12120;Lac Daumesnil - Saint-Maurice;OUI;50;46;3;1;2;OUI;OUI;2023-11-05T20:35:05+01:00;Paris
7101;Raspail - Chomel;OUI;49;48;1;1;0;OUI;OUI;2023-11-05T20:40:36+01:00;Paris
22012;Madeleine Michelis - Roule;OUI;25;8;14;5;9;OUI;OUI;2023-11-05T20:41:23+01:00;Neuilly-sur-Seine
9118;Faubourg Poissonniere - Delta;OUI;36;22;12;3;9;OUI;OUI;2023-11-05T20:35:26+01:00;Paris
18142;Jessaint - Marx Dormoy;OUI;30;24;5;0;5;OUI;OUI;2023-11-05T20:43:50+01:00;Paris
21024;Billancourt - Général Leclerc;OUI;22;20;1;1;0;OUI;OUI;2023-11-05T20:42:16+01:00;Boulogne-Billancourt
13110;Moulin de la Pointe;OUI;22;15;7;1;6;OUI;OUI;2023-11-05T20:39:14+01:00;Paris
10163;Gare du Nord - Demarquay;OUI;30;26;4;3;1;OUI;OUI;2023-11-05T20:43:52+01:00;Paris
23105;Sèvres Rive Gauche;OUI;33;31;2;0;2;OUI;OUI;2023-11-05T20:34:32+01:00;Sèvres
2001;Greneta - Sebastopol;OUI;32;19;13;13;0;OUI;OUI;2023-11-05T20:41:03+01:00;Paris
15009;Suffren - Pérignon;OUI;46;28;16;13;3;OUI;OUI;2023-11-05T20:43:52+01:00;Paris
18137;Poissonniers - Nord;OUI;28;14;14;7;7;OUI;OUI;2023-11-05T20:42:28+01:00;Paris
23005;Gare de Clichy-Levallois;OUI;26;13;12;5;7;OUI;OUI;2023-11-05T20:36:44+01:00;Levallois-Perret
12108;Bercy.;OUI;66;65;1;0;1;OUI;OUI;2023-11-05T20:37:38+01:00;Paris
48009;République - Auguste Perret;OUI;30;24;4;2;2;OUI;OUI;2023-11-05T20:37:49+01:00;Villejuif
31013;Centenaire - Sorins;OUI;45;42;3;0;3;OUI;OUI;2023-11-05T20:37:58+01:00;Montreuil
21009;Le Corbusier - Jean Jaurès;OUI;46;36;10;7;3;OUI;OUI;2023-11-05T20:43:42+01:00;Boulogne-Billancourt
32018;Franciade - Gabriel Péri;OUI;26;10;15;9;6;OUI;OUI;2023-11-05T20:42:06+01:00;Saint-Denis
9013;Mairie du 9ème;OUI;24;17;5;4;1;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
17016;Brochant - Square des Batignolles;OUI;31;26;5;5;0;OUI;OUI;2023-11-05T20:38:29+01:00;Paris
13047;Boutroux - Porte de Vitry;OUI;49;2;47;47;0;OUI;OUI;2023-11-05T20:43:04+01:00;Paris
20202;Dupont de l'Eure - Gambetta;OUI;31;26;5;1;4;OUI;OUI;2023-11-05T20:37:57+01:00;Paris
22009;Charles de Gaulle - Orléans;OUI;0;0;0;0;0;NON;NON;2023-08-22T06:55:13+02:00;Neuilly-sur-Seine
5019;Poissy - Saint-Germain;OUI;25;12;13;12;1;OUI;OUI;2023-11-05T20:41:43+01:00;Paris
18114;Véron - Lepic;OUI;23;17;6;2;4;OUI;OUI;2023-11-05T20:41:27+01:00;Paris
15063;Convention - Saint-Charles;OUI;19;7;12;9;3;OUI;OUI;2023-11-05T20:43:54+01:00;Paris
44103;Pont De Charenton;OUI;18;1;17;14;3;OUI;OUI;2023-11-05T20:43:12+01:00;Saint-Maurice
15020;Mairie du 15ème;OUI;32;20;12;10;2;OUI;OUI;2023-11-05T20:43:30+01:00;Paris
21951;Place Centrale;OUI;22;17;3;0;3;OUI;OUI;2023-11-05T20:41:55+01:00;Meudon
41206;Place des Larris;OUI;34;27;6;1;5;OUI;OUI;2023-11-05T20:42:51+01:00;Fontenay-sous-Bois
92005;Gare de Nanterre Ville;OUI;43;37;5;5;0;OUI;OUI;2023-11-05T20:34:34+01:00;Nanterre
19031;Manin - Crimée;OUI;23;5;18;3;15;OUI;OUI;2023-11-05T20:39:53+01:00;Paris
22103;Senard - Charles Blum;OUI;24;11;12;10;2;OUI;OUI;2023-11-05T20:43:27+01:00;Saint-Cloud
20017;Saint-Blaise - Mouraud;OUI;27;17;9;1;8;OUI;OUI;2023-11-05T20:43:56+01:00;Paris
19113;Pré Saint-Gervais - Lilas;OUI;28;25;2;0;2;OUI;OUI;2023-11-05T20:40:23+01:00;Paris
8015;Roquépine - Malesherbes;OUI;37;24;12;10;2;OUI;OUI;2023-11-05T20:39:13+01:00;Paris
10039;Sambre et Meuse - Villette;OUI;25;20;5;5;0;OUI;OUI;2023-11-05T20:43:23+01:00;Paris
16016;Paul Doumer - La Tour;OUI;34;32;2;1;1;OUI;OUI;2023-11-05T20:36:42+01:00;Paris
13117;Station Paris Basketball - Stade Georges Carpentier;OUI;40;34;5;0;5;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
12127;Tremblay - Lac des Minimes;OUI;48;29;19;3;16;OUI;OUI;2023-11-05T20:40:07+01:00;Paris
31101;Jules Guesde - Laennec;OUI;19;9;10;0;10;OUI;OUI;2023-11-05T20:41:01+01:00;Rosny-sous-Bois
31018;Gambetta - Michelet;OUI;33;19;13;9;4;OUI;OUI;2023-11-05T20:38:02+01:00;Montreuil
31026;Demi-Lune - Aristide Briand;OUI;20;14;5;0;5;OUI;OUI;2023-11-05T20:43:54+01:00;Montreuil
2110;Jeûneurs - Mulhouse;OUI;28;21;7;5;2;OUI;OUI;2023-11-05T20:39:33+01:00;Paris
7024;Rapp - Place du Général Gouraud;OUI;31;2;28;23;5;OUI;OUI;2023-11-05T20:43:11+01:00;Paris
6031;Pierre Sarrazin - Saint-Michel;OUI;33;3;29;27;2;OUI;OUI;2023-11-05T20:43:40+01:00;Paris
17001;Guy Môquet - Saint-Ouen;OUI;53;39;11;4;7;OUI;OUI;2023-11-05T20:43:18+01:00;Paris
9113;Bleue - Trévise;OUI;30;18;10;9;1;OUI;OUI;2023-11-05T20:42:57+01:00;Paris
12129;Bois de Vincennes - Porte Jaune;OUI;35;33;2;0;2;OUI;OUI;2023-11-05T20:39:16+01:00;Paris
20103;Le Vau - Maurice Bertaux;OUI;25;24;1;0;1;OUI;OUI;2023-11-05T20:41:57+01:00;Paris
35004;Place du Président Salvador Allende;OUI;60;50;7;1;6;OUI;OUI;2023-11-05T20:39:51+01:00;Pantin
2014;Daunou - Louis le Grand;OUI;17;13;2;1;1;OUI;OUI;2023-11-05T20:43:16+01:00;Paris
13021;Boussingault - Tolbiac;OUI;28;28;0;0;0;NON;NON;2023-10-30T00:38:55+01:00;Paris
4109;Mornay - Sully;OUI;15;1;14;10;4;OUI;OUI;2023-11-05T20:41:34+01:00;Paris
31707;Edouard Vaillant - Galliéni;OUI;49;38;11;5;6;OUI;OUI;2023-11-05T20:42:34+01:00;Bagnolet
23302;Parc de Sceaux - Centre-Ville;OUI;33;26;6;1;5;OUI;OUI;2023-11-05T20:40:10+01:00;Sceaux
12150;Bastille - Quai de la Rapée;OUI;27;23;3;3;0;OUI;OUI;2023-11-05T20:41:41+01:00;Paris
8105;François 1er - Lincoln;OUI;31;25;4;3;1;OUI;OUI;2023-11-05T20:43:56+01:00;Paris
11031;Jacquard - Ternaux;OUI;39;24;14;12;2;OUI;OUI;2023-11-05T20:43:46+01:00;Paris
11048;Place Mireille Havet;OUI;43;10;30;24;6;OUI;OUI;2023-11-05T20:43:03+01:00;Paris
19124;Alexander Fleming - Belvédère;OUI;31;22;9;2;7;OUI;OUI;2023-11-05T20:42:35+01:00;Paris
