Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Nom communes équipées
28005;Jean Jaurès - Paul Lafargue;OUI;28;27;1;0;1;OUI;OUI;2023-11-05T20:36:53+01:00;Puteaux
44001;Quai Jules Guesde - Saint-Simon;OUI;30;2;27;22;5;OUI;OUI;2023-11-05T20:42:51+01:00;Vitry-sur-Seine
35005;Quai de l'Aisne - Général Leclerc;OUI;27;16;9;3;6;OUI;OUI;2023-11-05T20:41:17+01:00;Pantin
3004;Place de la République - Temple;OUI;18;6;12;7;5;OUI;OUI;2023-11-05T20:42:58+01:00;Paris
18112;Arthur Ranc - Hôpital Bichat;OUI;26;25;1;1;0;OUI;OUI;2023-11-05T20:43:35+01:00;Paris
16044;Porte de Saint Cloud - Parc des Princes;OUI;32;14;18;6;12;OUI;OUI;2023-11-05T20:43:30+01:00;Paris
27006;Victor Hugo - Gare;OUI;22;10;12;10;2;OUI;OUI;2023-11-05T20:41:29+01:00;Colombes
4101;Bastille - Beaumarchais;OUI;23;9;14;10;4;OUI;OUI;2023-11-05T20:43:03+01:00;Paris
42028;Verdun - Carnot;OUI;28;20;6;0;6;OUI;OUI;2023-11-05T20:43:28+01:00;Ivry-sur-Seine
21509;Gardenat Lapostol - Franklin Roosevelt;OUI;24;22;1;0;1;OUI;OUI;2023-11-05T20:39:22+01:00;Suresnes
12166;Parc Floral du Bel Air;OUI;25;20;5;0;5;OUI;OUI;2023-11-05T20:40:05+01:00;Paris
13054;Pau Casals - Neuve Tolbiac;OUI;53;45;4;3;1;OUI;OUI;2023-11-05T20:41:13+01:00;Paris
22603;Place de la Division Leclerc;OUI;35;32;3;0;3;OUI;OUI;2023-11-05T20:36:02+01:00;Fontenay-aux-Roses
19130;Place Paul Delouvrier;OUI;26;17;8;0;8;OUI;OUI;2023-11-05T20:43:22+01:00;Paris
12113;Cardinal Lavigerie;OUI;46;11;35;31;4;OUI;OUI;2023-11-05T20:43:51+01:00;Paris
35012;Candale - Mehul;OUI;25;14;11;5;6;OUI;OUI;2023-11-05T20:39:35+01:00;Pantin
2109;Réaumur - Montmartre;OUI;19;12;7;5;2;OUI;OUI;2023-11-05T20:34:38+01:00;Paris
21505;Édouard Vaillant - Place Jean Jaurès;OUI;24;22;2;1;1;OUI;OUI;2023-11-05T20:40:09+01:00;Suresnes
12202;Charenton - Wattignies;NON;0;0;0;0;0;NON;NON;2023-07-14T16:53:51+02:00;Paris
2016;Aboukir - Alexandrie;OUI;21;16;4;4;0;OUI;OUI;2023-11-05T20:42:10+01:00;Paris
16010;Belles Feuilles - Place de Mexico;OUI;23;8;14;8;6;OUI;OUI;2023-11-05T20:34:03+01:00;Paris
33020;Waldeck Rochet - Germaine Tillon;OUI;31;17;14;11;3;OUI;OUI;2023-11-05T20:39:53+01:00;Aubervilliers
1013;Place du Palais Royal;OUI;67;30;37;34;3;OUI;OUI;2023-11-05T20:43:02+01:00;Paris
32019;Place du 8 mai 1945.;OUI;30;10;18;6;12;OUI;OUI;2023-11-05T20:42:57+01:00;Saint-Denis
13202;Place Farhat Hached;NON;0;0;0;0;0;NON;NON;2023-04-19T13:39:18+02:00;Paris
9039;Chaussée d'Antin - Haussmann;OUI;24;22;2;1;1;OUI;OUI;2023-11-05T20:35:49+01:00;Paris
42019;Lampes;OUI;43;16;26;18;8;OUI;OUI;2023-11-05T20:43:40+01:00;Ivry-sur-Seine
22506;Gare des Vallées;OUI;20;13;7;2;5;OUI;OUI;2023-11-05T20:42:06+01:00;La Garenne-Colombes
19046;Porte de Pantin.;OUI;33;28;4;1;3;OUI;OUI;2023-11-05T20:37:35+01:00;Paris
1025;Oratoire - Rivoli;OUI;18;9;8;8;0;OUI;OUI;2023-11-05T20:41:16+01:00;Paris
1015;Place André Malraux;OUI;19;8;10;8;2;OUI;OUI;2023-11-05T20:39:16+01:00;Paris
2009;Filles Saint-Thomas - Place de la Bourse;OUI;58;58;0;0;0;NON;NON;2018-04-11T07:39:29+02:00;Paris
1008;Les Halles - Saint-Eustache;OUI;32;24;7;7;0;OUI;OUI;2023-11-05T20:42:04+01:00;Paris
18015;Custine - Ramey;OUI;41;36;5;1;4;OUI;OUI;2023-11-05T20:42:41+01:00;Paris
2006;Place des Victoires;OUI;24;20;4;4;0;OUI;OUI;2023-11-05T20:35:20+01:00;Paris
1018;Alger - Rivoli;OUI;21;2;19;17;2;OUI;OUI;2023-11-05T20:42:23+01:00;Paris
44004;Place de l'Eglise - Vitry-sur-Seine;OUI;28;0;27;23;4;OUI;OUI;2023-11-05T20:39:58+01:00;Vitry-sur-Seine
32024;Port - Confluence;OUI;26;10;16;3;13;OUI;OUI;2023-11-05T20:40:33+01:00;Saint-Denis
23301;Les Blagis;OUI;27;20;7;6;1;OUI;OUI;2023-11-05T20:34:27+01:00;Sceaux
12157;Fabre d'Eglantine - Place de la Nation;OUI;68;65;3;2;1;OUI;OUI;2023-11-05T20:43:55+01:00;Paris
42210;Victor Hugo - Paul Eluard;OUI;32;1;31;27;4;OUI;OUI;2023-11-05T20:41:19+01:00;Charenton-le-Pont
23107;Gare de Sèvres - Ville d'Avray;OUI;22;19;2;1;1;OUI;OUI;2023-11-05T20:41:35+01:00;Sèvres
10166;Strasbourg - Saint-Denis;OUI;16;6;8;7;1;OUI;OUI;2023-11-05T20:37:25+01:00;Paris
17021;Jouffroy d'Abbans - Villiers;OUI;34;28;5;0;5;OUI;OUI;2023-11-05T20:41:43+01:00;Paris
21011;Silly - Louis Blériot;OUI;23;19;4;1;3;OUI;OUI;2023-11-05T20:36:45+01:00;Boulogne-Billancourt
48007;Parc Départemental des Hautes-Bruyères;OUI;30;30;0;0;0;NON;NON;2023-10-11T02:00:00+02:00;Villejuif
20140;Paganini - Davout;OUI;22;16;4;1;3;OUI;OUI;2023-11-05T20:39:56+01:00;Paris
48008;Guy Môquet - Parvis Georges Marchais;OUI;30;24;5;1;4;OUI;OUI;2023-11-05T20:43:41+01:00;Villejuif
48012;Stalingrad - Henri Luisette;OUI;26;22;4;0;4;OUI;OUI;2023-11-05T20:42:43+01:00;Villejuif
19202;Marseillaise - Grenade;OUI;45;32;12;5;7;OUI;OUI;2023-11-05T20:40:32+01:00;Paris
26012;Jardin Modèle - Pierre Boudou;OUI;18;7;10;8;2;OUI;OUI;2023-11-05T20:40:48+01:00;Asnières-sur-Seine
14201;Decrès - Alésia;OUI;30;28;1;0;1;OUI;OUI;2023-11-05T20:43:38+01:00;Paris
17020;Jouffroy d'Abbans - Malesherbes;OUI;27;19;8;1;7;OUI;OUI;2023-11-05T20:38:15+01:00;Paris
31020;Résistance - Parmentier;OUI;35;25;10;0;10;OUI;OUI;2023-11-05T20:41:19+01:00;Montreuil
45004;République - Louis Loucheur;OUI;37;16;21;10;11;OUI;OUI;2023-11-05T20:41:29+01:00;Champigny-sur-Marne
10201;Magenta - Chabrol;OUI;24;20;3;1;2;OUI;OUI;2023-11-05T20:42:40+01:00;Paris
23202;Henri Barbusse - Gabriel Péri;OUI;27;25;2;0;2;OUI;OUI;2023-11-05T20:36:11+01:00;Châtillon
16139;Suresnes - Muette à Neuilly;OUI;30;21;7;4;3;OUI;OUI;2023-11-05T20:39:56+01:00;Paris
6015;André Mazet - Saint-André des Arts;OUI;55;36;14;14;0;OUI;OUI;2023-11-05T20:40:11+01:00;Paris
6007;Bréa - Raspail;OUI;24;22;2;0;2;OUI;OUI;2023-11-05T20:41:53+01:00;Paris
32605;Mairie;OUI;20;18;2;0;2;OUI;OUI;2023-11-05T20:36:40+01:00;Les Lilas
16201;Porte Dauphine;NON;0;0;0;0;0;NON;NON;2023-07-28T18:29:09+02:00;Paris
17202;Mariotte - Batignolles;OUI;20;12;6;2;4;OUI;OUI;2023-11-05T20:36:50+01:00;Paris
21119;Belfort - Victor Hugo;OUI;24;3;21;19;2;OUI;OUI;2023-11-05T20:43:38+01:00;Clichy
23206;Béranger - Félix Faure;OUI;28;19;8;0;8;OUI;OUI;2023-11-05T20:43:43+01:00;Châtillon
23042;André Theuriet - Blagis;OUI;30;21;8;6;2;OUI;OUI;2023-11-05T20:42:46+01:00;Bourg-la-Reine
2022;Saint-Fiacre - Poissonière;OUI;35;23;12;9;3;OUI;OUI;2023-11-05T20:41:58+01:00;Paris
2102;Saint-Marc - Feydeau;OUI;37;30;4;1;3;OUI;OUI;2023-11-05T20:42:23+01:00;Paris
8202;Londres - Europe;OUI;27;23;3;2;1;OUI;OUI;2023-11-05T20:43:26+01:00;Paris
2020;Danielle Casanova - Opéra;OUI;20;15;3;3;0;OUI;OUI;2023-11-05T20:39:41+01:00;Paris
23703;Gare de Chaville Rive Gauche;OUI;18;14;4;1;3;OUI;OUI;2023-11-05T20:43:47+01:00;Chaville
32020;Jules Guesdes - Carnot;OUI;16;8;6;3;3;OUI;OUI;2023-11-05T20:42:30+01:00;Saint-Denis
20142;Mûriers - Père Lachaise;OUI;20;16;4;1;3;OUI;OUI;2023-11-05T20:37:10+01:00;Paris
32022;Henri Barbusse - Marcel Cachin;OUI;37;29;8;3;5;OUI;OUI;2023-11-05T20:43:13+01:00;Saint-Denis
18135;Ney - Porte de Montmartre;OUI;24;17;6;3;3;OUI;OUI;2023-11-05T20:43:03+01:00;Paris
9019;Victor Massé - Jean-Baptiste Pigalle;OUI;18;12;5;3;2;OUI;OUI;2023-11-05T20:42:43+01:00;Paris
21329;Gare - Aristide Briand;OUI;29;20;9;6;3;OUI;OUI;2023-11-05T20:41:02+01:00;Issy-les-Moulineaux
1024;Coquillière - Louvre;OUI;21;15;4;2;2;OUI;OUI;2023-11-05T20:42:04+01:00;Paris
32012;Carrefour Pleyel;OUI;36;19;15;8;7;OUI;OUI;2023-11-05T20:43:12+01:00;Saint-Denis
20010;Sorbier - Gasnier-Guy;OUI;34;32;2;1;1;OUI;OUI;2023-11-05T20:38:56+01:00;Paris
15203;Porte de Versailles;OUI;28;13;13;9;4;OUI;OUI;2023-11-05T20:43:57+01:00;Paris
19118;Simon Bolivar - Henri Turot;OUI;0;0;0;0;0;NON;NON;2023-09-24T04:44:58+02:00;Paris
25007;Bons Raisins - Voltaire;OUI;24;18;6;1;5;OUI;OUI;2023-11-05T20:43:53+01:00;Rueil-Malmaison
12016;Saint-Mande - Picpus;OUI;35;29;3;1;2;OUI;OUI;2023-11-05T20:42:53+01:00;Paris
19114;Manin - Secrétan;OUI;20;13;6;1;5;OUI;OUI;2023-11-05T20:40:16+01:00;Paris
34013;Blanqui - Docteur Bauer;OUI;28;11;14;12;2;OUI;OUI;2023-11-05T20:43:30+01:00;Saint-Ouen-sur-Seine
12123;Château de Vincennes;OUI;52;45;7;6;1;OUI;OUI;2023-11-05T20:38:58+01:00;Paris
44008;Youri Gagarine - Commune de Paris;OUI;33;6;24;15;9;OUI;OUI;2023-11-05T20:38:03+01:00;Vitry-sur-Seine
21002;Place Denfert-Rochereau;OUI;20;10;9;5;4;OUI;OUI;2023-11-05T20:36:54+01:00;Boulogne-Billancourt
23104;Quai de Sèvres - Manufacture Nationale;OUI;28;10;16;12;4;OUI;OUI;2023-11-05T20:41:40+01:00;Sèvres
8018;Saint-Augustin;OUI;31;24;5;3;2;OUI;OUI;2023-11-05T20:42:02+01:00;Paris
23303;Gare de Robinson;OUI;30;23;7;5;2;OUI;OUI;2023-11-05T20:43:36+01:00;Sceaux
8052;Balzac - Champs Elysées;OUI;30;26;4;4;0;OUI;OUI;2023-11-05T20:43:27+01:00;Paris
42022;Gare RER - Maurice Grandcoing;OUI;37;8;29;21;8;OUI;OUI;2023-11-05T20:42:35+01:00;Ivry-sur-Seine
12119;Dom-Pérignon - Gravelle;OUI;50;36;13;8;5;OUI;OUI;2023-11-05T20:41:36+01:00;Paris
15018;Dutot - Place Alleray;OUI;56;49;7;2;5;OUI;OUI;2023-11-05T20:34:41+01:00;Paris
48006;Maxime Gorki - Paul Vaillant-Couturier;OUI;20;3;17;3;14;OUI;OUI;2023-11-05T20:39:09+01:00;Villejuif
20048;Bagnolet - Place Saint-Blaise;OUI;28;9;18;6;12;OUI;OUI;2023-11-05T20:41:59+01:00;Paris
19117;Euryale Dehaynin - Loire;OUI;30;24;4;1;3;OUI;OUI;2023-11-05T20:41:16+01:00;Paris
13049;Vincent Auriol - Louise Weiss;OUI;22;15;7;3;4;OUI;OUI;2023-11-05T20:43:23+01:00;Paris
15053;Lecourbe - Convention;OUI;46;23;22;19;3;OUI;OUI;2023-11-05T20:42:37+01:00;Paris
13051;Halle Freyssinet - Parvis Alan Turing;OUI;23;10;13;11;2;OUI;OUI;2023-11-05T20:41:03+01:00;Paris
15024;Suffren - La Motte-Piquet;OUI;23;12;11;9;2;OUI;OUI;2023-11-05T20:43:24+01:00;Paris
10202;Bichat - Grange aux Belles;OUI;30;16;13;11;2;OUI;OUI;2023-11-05T20:41:45+01:00;Paris
20003;Pyrénées - Cours de Vincennes;OUI;21;21;0;0;0;OUI;OUI;2023-11-05T20:43:55+01:00;Paris
18043;Clichy - Place Blanche;OUI;20;6;13;5;8;OUI;OUI;2023-11-05T20:42:45+01:00;Paris
15041;Franquet - Labrouste;OUI;37;26;11;4;7;OUI;OUI;2023-11-05T20:41:20+01:00;Paris
42030;Stéphanie Bouvard - Gambetta;OUI;30;1;27;21;6;OUI;OUI;2023-11-05T20:43:54+01:00;Ivry-sur-Seine
41103;Place de la vache noire;OUI;25;20;4;1;3;OUI;OUI;2023-11-05T20:42:04+01:00;Arcueil
5201;Saint-Jacques - Soufflot;NON;0;0;0;0;0;NON;NON;2023-08-23T09:46:22+02:00;Paris
14027;Gergovie - Alésia;OUI;36;28;8;1;7;OUI;OUI;2023-11-05T20:37:40+01:00;Paris
32052;Station Humanisée Wilson-Landy;OUI;200;200;1;0;1;NON;NON;2023-10-28T10:50:39+02:00;Saint-Denis
42303;Place Eustache Deschamps;OUI;20;2;18;17;1;OUI;OUI;2023-11-05T20:38:50+01:00;Cachan
5027;Gobelins - Port-Royal;OUI;40;21;18;14;4;OUI;OUI;2023-11-05T20:39:31+01:00;Paris
48002;LCL Campus - Place Oscar Niemeyer;OUI;37;32;5;3;2;OUI;OUI;2023-11-05T20:39:12+01:00;Villejuif
42024;Danielle Casanova - Ledru-Rollin;OUI;28;3;24;16;8;OUI;OUI;2023-11-05T20:43:17+01:00;Ivry-sur-Seine
30003;Moscou - Edouard Vaillant;OUI;30;13;17;14;3;OUI;OUI;2023-11-05T20:42:50+01:00;Bobigny
48001;Chastenet de Géry - Marcel Paul;OUI;25;16;8;0;8;OUI;OUI;2023-11-05T20:39:25+01:00;Villejuif
19119;Edouard Pailleron - Bouret;OUI;27;25;2;1;1;OUI;OUI;2023-11-05T20:39:23+01:00;Paris
51008;Martyrs de Châteaubriant - Jean Grandel;OUI;38;19;18;13;5;OUI;OUI;2023-11-05T20:43:05+01:00;Argenteuil
35013;Guillaume Tell - Parc Henri Barbusse;OUI;20;17;3;0;3;OUI;OUI;2023-11-05T20:36:34+01:00;Pantin
24101;Place Charles de Gaulle;OUI;24;21;3;0;3;OUI;OUI;2023-11-05T20:43:26+01:00;Ville-d'Avray
12008;Hector Malot - Daumesnil;OUI;54;32;21;20;1;OUI;OUI;2023-11-05T20:43:56+01:00;Paris
34011;Clef des Champs - Albert Dhalenne;OUI;28;8;20;10;10;OUI;OUI;2023-11-05T20:43:31+01:00;Saint-Ouen-sur-Seine
12102;Bercy - Traversiére;OUI;30;25;3;1;2;OUI;OUI;2023-11-05T20:35:22+01:00;Paris
21704;Place du Maréchal de Lattre de Tassigny;OUI;27;15;11;4;7;OUI;OUI;2023-11-05T20:37:07+01:00;Vanves
43007;Hôtel de Ville de Vincennes;OUI;27;21;6;5;1;OUI;OUI;2023-11-05T20:43:03+01:00;Vincennes
19121;Belleville -  Pré Saint-Gervais;OUI;21;18;3;0;3;OUI;OUI;2023-11-05T20:43:31+01:00;Paris
20110;Gambetta - Tourelles;OUI;20;0;0;0;0;NON;NON;2023-04-05T11:51:12+02:00;Paris
19006;Mathis - Flandre;OUI;55;52;3;1;2;OUI;OUI;2023-11-05T20:35:42+01:00;Paris
20032;Square des Amandiers;OUI;12;6;6;2;4;OUI;OUI;2023-11-05T20:40:52+01:00;Paris
8040;Pierre Charron - Champs-Elysées;OUI;32;28;2;0;2;OUI;OUI;2023-11-05T20:36:55+01:00;Paris
22701;Hispano Suiza - Parc des Bruyères;OUI;30;14;16;6;10;OUI;OUI;2023-11-05T20:40:05+01:00;Bois-Colombes
13024;Bobillot - Tolbiac;OUI;33;28;5;2;3;OUI;OUI;2023-11-05T20:39:40+01:00;Paris
15050;Dominique Pado - Croix Nivert;OUI;22;11;11;9;2;OUI;OUI;2023-11-05T20:43:08+01:00;Paris
24004;Paix - Verdun;OUI;35;14;21;15;6;OUI;OUI;2023-11-05T20:43:09+01:00;Courbevoie
6025;Assas - Rennes;OUI;32;30;2;1;1;OUI;OUI;2023-11-05T20:43:16+01:00;Paris
13015;Chevaleret - Louise Weiss;OUI;35;0;35;34;1;OUI;OUI;2023-11-05T20:42:40+01:00;Paris
16017;Siam - La Pompe;OUI;16;7;8;2;6;OUI;OUI;2023-11-05T20:39:05+01:00;Paris
18010;Riquet - Marx Dormoy;OUI;29;29;0;0;0;NON;NON;2023-08-08T17:42:30+02:00;Paris
18021;Marcadet - Ramey;OUI;21;14;6;4;2;OUI;OUI;2023-11-05T20:42:38+01:00;Paris
23041;Général Leclerc - Bièvre;OUI;25;2;20;19;1;OUI;OUI;2023-11-05T20:42:31+01:00;Bourg-la-Reine
20013;Alexandre Dumas - Place de la Réunion;OUI;45;40;3;0;3;OUI;OUI;2023-11-05T20:41:00+01:00;Paris
15069;Félix Faure - Convention;OUI;44;3;39;37;2;OUI;OUI;2023-11-05T20:43:02+01:00;Paris
7023;Bourdonnais - Tour Eiffel;OUI;60;36;22;20;2;OUI;OUI;2023-11-05T20:38:03+01:00;Paris
13116;Place du Docteur Yersin;OUI;50;40;10;5;5;OUI;OUI;2023-11-05T20:40:30+01:00;Paris
15027;Duhamel - André Gide;OUI;20;15;5;0;5;OUI;OUI;2023-11-05T20:42:40+01:00;Paris
11111;Léon Frot - Charonne;OUI;19;5;13;10;3;OUI;OUI;2023-11-05T20:41:55+01:00;Paris
20014;Charonne - Alexandre Dumas;OUI;35;19;15;9;6;OUI;OUI;2023-11-05T20:42:09+01:00;Paris
13006;Duméril - Jeanne d'Arc;OUI;40;22;16;13;3;OUI;OUI;2023-11-05T20:43:19+01:00;Paris
30004;Jean Jaurès - Place de la Libération;OUI;30;4;26;14;12;OUI;OUI;2023-11-05T20:40:37+01:00;Bobigny
15012;Cambronne - Mademoiselle;OUI;67;40;26;14;12;OUI;OUI;2023-11-05T20:42:41+01:00;Paris
17110;Legendre - Nollet;OUI;30;25;4;1;3;OUI;OUI;2023-11-05T20:40:27+01:00;Paris
18016;Francoeur - Caulaincourt;OUI;34;27;7;0;7;OUI;OUI;2023-11-05T20:43:17+01:00;Paris
22404;Pierre Brossolette - 12 Février 1934;OUI;25;15;9;2;7;OUI;OUI;2023-11-05T20:43:38+01:00;Malakoff
34010;Hôtel de Ville de Saint-Ouen;OUI;48;31;11;8;3;OUI;OUI;2023-11-05T20:42:29+01:00;Saint-Ouen-sur-Seine
8007;Rome - Provence;OUI;30;29;1;1;0;OUI;OUI;2023-11-05T20:36:43+01:00;Paris
21022;Dôme - République;OUI;25;16;9;8;1;OUI;OUI;2023-11-05T20:43:33+01:00;Boulogne-Billancourt
18101;Championnet.;OUI;22;11;11;2;9;OUI;OUI;2023-11-05T20:41:01+01:00;Paris
9025;Taitbout - Châteaudun;OUI;39;33;5;4;1;OUI;OUI;2023-11-05T20:40:46+01:00;Paris
6028;Quatre Vents - Carrefour de l'Odéon;OUI;37;8;28;25;3;OUI;OUI;2023-11-05T20:42:23+01:00;Paris
10003;Hauteville - Bonne Nouvelle;OUI;17;3;14;9;5;OUI;OUI;2023-11-05T20:43:25+01:00;Paris
21207;Verdier - République;OUI;29;25;3;2;1;OUI;OUI;2023-11-05T20:42:19+01:00;Montrouge
11022;Roquette - Auguste Laurent;OUI;16;1;14;11;3;OUI;OUI;2023-11-05T20:43:03+01:00;Paris
11016;Philippe-Auguste;OUI;48;43;5;2;3;OUI;OUI;2023-11-05T20:41:36+01:00;Paris
41602;Place Charles Digeon;OUI;32;28;3;1;2;OUI;OUI;2023-11-05T20:43:36+01:00;Saint-Mandé
16033;Marché d'Auteuil;OUI;32;22;9;5;4;OUI;OUI;2023-11-05T20:42:26+01:00;Paris
13028;Gouthière - Poterne des Peupliers;OUI;33;16;16;15;1;OUI;OUI;2023-11-05T20:43:45+01:00;Paris
21205;Arthur Auger - Jean Jaurès;OUI;26;22;4;0;4;OUI;OUI;2023-11-05T20:42:08+01:00;Montrouge
11014;Place de la Nation - Taillebourg;OUI;47;44;1;0;1;OUI;OUI;2023-11-05T20:42:01+01:00;Paris
16023;Passy - Place du Costa Rica;OUI;33;27;6;3;3;OUI;OUI;2023-11-05T20:36:41+01:00;Paris
14004;Port Royal - Hôpital Cochin;OUI;23;16;5;4;1;OUI;OUI;2023-11-05T20:39:15+01:00;Paris
24007;Jean-Baptiste Charcot - Sainte-Geneviève;OUI;21;9;12;10;2;OUI;OUI;2023-11-05T20:38:22+01:00;Courbevoie
41605;Général De Gaulle - Vivien;OUI;22;10;10;9;1;OUI;OUI;2023-11-05T20:40:42+01:00;Saint-Mandé
6004;Regard - Rennes;OUI;46;39;7;5;2;OUI;OUI;2023-11-05T20:41:36+01:00;Paris
20012;Buzenval - Vignoles;OUI;17;12;5;3;2;OUI;OUI;2023-11-05T20:39:45+01:00;Paris
15114;Pasteur - Cotentin;OUI;33;31;2;1;1;OUI;OUI;2023-11-05T20:41:17+01:00;Paris
13120;Pierre Joseph Desault;OUI;19;0;18;16;2;OUI;OUI;2023-11-05T20:42:14+01:00;Paris
19014;Lorraine - Jean Jaurès;OUI;19;8;10;8;2;OUI;OUI;2023-11-05T20:33:59+01:00;Paris
20020;Pyrénées - Charles Renouvier;OUI;29;26;3;1;2;OUI;OUI;2023-11-05T20:38:17+01:00;Paris
22014;Victor Hugo - Bineau;OUI;25;11;14;8;6;OUI;OUI;2023-11-05T20:43:54+01:00;Neuilly-sur-Seine
24005;Edith Cavell - Volta;OUI;33;25;8;5;3;OUI;OUI;2023-11-05T20:41:59+01:00;Courbevoie
20106;Mairie du 20ème;OUI;27;21;5;3;2;OUI;OUI;2023-11-05T20:39:50+01:00;Paris
16025;Jean de la Fontaine - Boulainvilliers;OUI;68;14;54;53;1;OUI;OUI;2023-11-05T20:43:45+01:00;Paris
12040;Porte de Charenton;OUI;67;32;31;25;6;OUI;OUI;2023-11-05T20:42:17+01:00;Paris
13036;Olympiades;OUI;36;29;7;5;2;OUI;OUI;2023-11-05T20:43:38+01:00;Paris
8039;Colisée - Champs-Elysées;OUI;24;14;2;0;2;OUI;OUI;2023-11-05T20:42:44+01:00;Paris
14035;Maine - Jean Zay;OUI;50;45;4;0;4;OUI;OUI;2023-11-05T20:35:46+01:00;Paris
25002;Hôtel de Ville de Rueil-Malmaison;OUI;20;12;7;3;4;OUI;OUI;2023-11-05T20:40:07+01:00;Rueil-Malmaison
14009;Tombe Issoire - René Coty;OUI;36;31;5;2;3;OUI;OUI;2023-11-05T20:43:19+01:00;Paris
15113;Arsonval - Falguière;OUI;25;21;4;4;0;OUI;OUI;2023-11-05T20:37:27+01:00;Paris
17117;Pereire - Saussure;OUI;32;25;7;5;2;OUI;OUI;2023-11-05T20:41:33+01:00;Paris
13023;Bobillot - Moulin des Prés;OUI;28;16;12;9;3;OUI;OUI;2023-11-05T20:42:20+01:00;Paris
16116;George Sand - Jean de La Fontaine;OUI;29;20;8;5;3;OUI;OUI;2023-11-05T20:39:04+01:00;Paris
19001;Crimée - Ourcq;OUI;56;48;8;3;5;OUI;OUI;2023-11-05T20:35:07+01:00;Paris
15045;Porte de la Plaine;OUI;35;33;2;0;2;OUI;OUI;2023-11-05T20:37:21+01:00;Paris
16022;Jean Bologne - Passy;OUI;19;19;0;0;0;OUI;OUI;2023-11-05T20:40:24+01:00;Paris
25004;Marcel Pourtout - Édouard Manet;OUI;24;1;23;8;15;OUI;OUI;2023-11-05T20:43:12+01:00;Rueil-Malmaison
20011;Pyrénées - Dagorno;OUI;20;16;4;4;0;OUI;OUI;2023-11-05T20:37:18+01:00;Paris
12022;Sahel - Général Michel Bizot;OUI;33;20;12;11;1;OUI;OUI;2023-11-05T20:40:04+01:00;Paris
6020;Place Saint-André des Arts;OUI;37;7;28;27;1;OUI;OUI;2023-11-05T20:43:34+01:00;Paris
14005;René Coty - Place Denfert-Rochereau;OUI;36;33;2;2;0;OUI;OUI;2023-11-05T20:43:33+01:00;Paris
21016;Point du Jour - Jean Jaurès;OUI;26;10;14;7;7;OUI;OUI;2023-11-05T20:43:05+01:00;Boulogne-Billancourt
21023;Ancienne Mairie - André Morizet;OUI;25;6;17;15;2;OUI;OUI;2023-11-05T20:43:42+01:00;Boulogne-Billancourt
11018;Saint-Maur - République;OUI;38;27;10;6;4;OUI;OUI;2023-11-05T20:42:15+01:00;Paris
31105;Lavoisier - Missak Manouchian;OUI;18;6;11;10;1;OUI;OUI;2023-11-05T20:41:26+01:00;Rosny-sous-Bois
13013;Saint-Marcel - Hôpital;OUI;21;19;2;0;2;OUI;OUI;2023-11-05T20:43:22+01:00;Paris
5033;Saint-Séverin - Saint-Michel;OUI;30;3;26;21;5;OUI;OUI;2023-11-05T20:42:25+01:00;Paris
19123;Metz - Marne;OUI;33;20;9;6;3;OUI;OUI;2023-11-05T20:35:47+01:00;Paris
42205;Place Aristide Briand;OUI;35;26;9;3;6;OUI;OUI;2023-11-05T20:34:23+01:00;Charenton-le-Pont
13037;Ivry - Baudricourt;OUI;20;18;2;0;2;OUI;OUI;2023-11-05T20:43:30+01:00;Paris
43004;Montreuil - République;OUI;25;12;12;10;2;OUI;OUI;2023-11-05T20:42:51+01:00;Vincennes
21511;Marcel Monge - Marcel Dassault;OUI;46;37;9;5;4;OUI;OUI;2023-11-05T20:38:38+01:00;Suresnes
8046;Marceau - Président Wilson;OUI;32;25;6;4;2;OUI;OUI;2023-11-05T20:37:14+01:00;Paris
14025;Jacquier - Didot;OUI;30;28;1;0;1;OUI;OUI;2023-11-05T20:36:01+01:00;Paris
7010;Constantine - Université;OUI;65;50;14;10;4;OUI;OUI;2023-11-05T20:43:57+01:00;Paris
16104;Paul Valery - Victor Hugo;OUI;35;31;2;1;1;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
31701;Mairie de Bagnolet;OUI;28;25;3;0;3;OUI;OUI;2023-11-05T20:41:23+01:00;Bagnolet
20033;Etienne Dolet - Place Maurice Chevalier;OUI;33;22;10;6;4;OUI;OUI;2023-11-05T20:43:43+01:00;Paris
21218;Gabriel Péri - Place de la Libération;OUI;18;14;4;2;2;OUI;OUI;2023-11-05T20:43:24+01:00;Montrouge
30005;Convention - Campus de Bobigny;OUI;32;28;4;1;3;OUI;OUI;2023-11-05T20:43:08+01:00;Bobigny
17006;Guy Môquet - Compoint;OUI;36;28;7;3;4;OUI;OUI;2023-11-05T20:42:45+01:00;Paris
17050;Batignolles - Abel Truchet;OUI;28;27;1;0;1;OUI;OUI;2023-11-05T20:40:02+01:00;Paris
20005;Reynaldo Hahn - Lagny;OUI;19;17;2;2;0;OUI;OUI;2023-11-05T20:43:38+01:00;Paris
8044;Alfred de Vigny - Place du Général Brocard;OUI;33;31;2;1;1;OUI;OUI;2023-11-05T20:42:19+01:00;Paris
